"ID","tweet","word","tagType"
"1452","RT @MHP_Bilgi  Biz ne Atatürk’ten vazgeçeriz  ne de 2.Abdülhamid’i ihmal ve inkar ederiz. https //t.co/V7ADN89Ikl ","2.Abdülhamid’i","Person"
"1453","RT @dbdevletbahceli  Farklı yorumlara fırsat verecek anlamsız tartışmalardan mutlaka uzak durulmalıdır. ","@dbdevletbahceli","Person"
"1454","RT @dbdevletbahceli  Bu itibarla  Sayın Cumhurbaşkanı’nın Lozan Antlaşması’nın 93. Yıldönümü münasebetiyle vermiş olduğu mesaj çerçevesinde… ","@dbdevletbahceli","Person"
"1455","RT @dbdevletbahceli  Lozan Antlaşması  Türkiye Cumhuriyeti’nin bağımsızlık vesikası  hukuki senet ve zırhıdır; ihlal ve inkar edilirse 15 T… ","@dbdevletbahceli","Person"
"1456","RT @dbdevletbahceli  Lozan Antlaşması  Türkiye Cumhuriyeti’nin bağımsızlık vesikası  hukuki senet ve zırhıdır; ihlal ve inkar edilirse 15 T… ","Türkiye","Location"
"1457","RT @dbdevletbahceli  Lozan Antlaşması  Türkiye Cumhuriyeti’nin bağımsızlık vesikası  hukuki senet ve zırhıdır; ihlal ve inkar edilirse 15 T… ","Cumhuriyeti’nin","Location"
"1458","RT @dbdevletbahceli  Tarihimizle çarpışmayalım  gelin talihimizi değiştirmek için çalışalım. 15 Temmuz işgal denemesi çok yeniyken  fuzuli… ","@dbdevletbahceli","Person"
"1459","RT @dbdevletbahceli  Tarihimizle çarpışmayalım  gelin talihimizi değiştirmek için çalışalım. 15 Temmuz işgal denemesi çok yeniyken  fuzuli… ","15","Date"
"1460","RT @dbdevletbahceli  Tarihimizle çarpışmayalım  gelin talihimizi değiştirmek için çalışalım. 15 Temmuz işgal denemesi çok yeniyken  fuzuli… ","Temmuz","Date"
"1461","RT @dbdevletbahceli  Lozan’da; lord planları askıya alındı  Türkiye Cumhuriyeti’nin ilam ve ilanının hukuki gerekçe ve şartları oluşturulup… ","@dbdevletbahceli","Person"
"1462","RT @dbdevletbahceli  Lozan’da; lord planları askıya alındı  Türkiye Cumhuriyeti’nin ilam ve ilanının hukuki gerekçe ve şartları oluşturulup… ","Türkiye","Location"
"1463","RT @dbdevletbahceli  Lozan’da; lord planları askıya alındı  Türkiye Cumhuriyeti’nin ilam ve ilanının hukuki gerekçe ve şartları oluşturulup… ","Cumhuriyeti’nin","Location"
"1464","RT @dbdevletbahceli  Eksiği vardır  fazlası olmuştur; bırakalım da bunu namuslu tarihçiler konuşsun. Bize düşen Lozan’ı deldirmemek  meşrui… ","@dbdevletbahceli","Person"
"1465","RT @dbdevletbahceli  Dişe diş  kıran kırana bir müzakere şuuruyla; yüksek bir vatan ve millet sevdasıyla Lozan’da cihana Türk milletinin va… ","@dbdevletbahceli","Person"
"1466","RT @dbdevletbahceli  Koskoca bir İmparatorluğu masaya yatırdılar  aslında yatan Türk tarihiydi. Ne var ki  Türk milletin namus ve şerefi la… ","@dbdevletbahceli","Person"
"1467","RT @dbdevletbahceli  Lozan’da 624 yılın hesabını 8 ayda görmek istediler. Buna rağmen mihnet edilmedi  oyunlara gelinmedi  tuzaklara düşülm… ","@dbdevletbahceli","Person"
"1468","RT @dbdevletbahceli  Elbette Lozan sayesinde bağımsız olmadık  ancak kurtuluş yıllarında Türk milletinin tarihi dirilişini yedi düvelin aln… ","@dbdevletbahceli","Person"
"1469","RT @dbdevletbahceli  Lozan Antlaşması  Türk zaferini hukuken teyit eden  uluslararası topluma çetin müzakerelerle kabul ettiren zorlu bir s… ","@dbdevletbahceli","Person"
"1470","RT @dbdevletbahceli  Sayın Erdoğan 24 Temmuz 2016’da  Lozan Antlaşması’nın; zaferimizi  diplomasi ve uluslararası hukuk alanına tescil etti… ","@dbdevletbahceli","Person"
"1471","RT @dbdevletbahceli  Sayın Erdoğan 24 Temmuz 2016’da  Lozan Antlaşması’nın; zaferimizi  diplomasi ve uluslararası hukuk alanına tescil etti… ","Erdoğan","Person"
"1472","RT @dbdevletbahceli  Sayın Erdoğan 24 Temmuz 2016’da  Lozan Antlaşması’nın; zaferimizi  diplomasi ve uluslararası hukuk alanına tescil etti… ","24","Date"
"1473","RT @dbdevletbahceli  Sayın Erdoğan 24 Temmuz 2016’da  Lozan Antlaşması’nın; zaferimizi  diplomasi ve uluslararası hukuk alanına tescil etti… ","Temmuz","Date"
"1474","RT @dbdevletbahceli  Sayın Erdoğan 24 Temmuz 2016’da  Lozan Antlaşması’nın; zaferimizi  diplomasi ve uluslararası hukuk alanına tescil etti… ","2016’da","Date"
"1475","RT @dbdevletbahceli  Devam ederek  Lozan’ın kurulan devletimizin tapusu niteliğinde olduğunu açıklamıştı. Ve doğru yapmış  tarihin doğru ye… ","@dbdevletbahceli","Person"
"1476","RT @dbdevletbahceli  Yeni konumuz Lozan  Zafer mi hezimet mi olduğunu tartışıyoruz.İşi gücü bıraktık her şeyi hallettik; 93 yıl sonra bu so… ","@dbdevletbahceli","Person"
"1477","RT @dbdevletbahceli  Ne talihimiz var değil mi  Allah nazardan saklasın kısır çekişmeler hiç eksik olmuyor kutuplaşma arayışları hiç bitmiy… ","@dbdevletbahceli","Person"
"1478","RT @dbdevletbahceli  Yeni yasama yılının ülkemize  milletimize  siyasi partilerimize  Türk demokrasisine hayırlı  uğurlu olmasını Allah’tan… ","@dbdevletbahceli","Person"
"1479","RT @dbdevletbahceli  Bugün TBMM’nin 26.Dönem 2.Yasama Yılının açılışını yaptık. Meclisimiz  kapanmamış hesaplara karşı güvence  kanayan yar… ","@dbdevletbahceli","Person"
"1480","RT @dbdevletbahceli  Bugün TBMM’nin 26.Dönem 2.Yasama Yılının açılışını yaptık. Meclisimiz  kapanmamış hesaplara karşı güvence  kanayan yar… ","TBMM’nin","Organization"
"1481","RT @dbdevletbahceli  Egemenlik kayıtsız şartsız milletindir.TBMM  egemenliğin birleşip billurlaştığı somutlaşıp tecelli ettiği milletin ana… ","@dbdevletbahceli","Person"
"1482","RT @dbdevletbahceli  Gazi Meclis 15 Temmuz hain darbe girişiminde 7 kez bombalanmıştır. Ve de ikinci defa gaziliğini tescil ettirmiş  düşma… ","@dbdevletbahceli","Person"
"1483","RT @dbdevletbahceli  Gazi Meclis 15 Temmuz hain darbe girişiminde 7 kez bombalanmıştır. Ve de ikinci defa gaziliğini tescil ettirmiş  düşma… ","15","Date"
"1484","RT @dbdevletbahceli  Gazi Meclis 15 Temmuz hain darbe girişiminde 7 kez bombalanmıştır. Ve de ikinci defa gaziliğini tescil ettirmiş  düşma… ","Temmuz","Date"
"1485","RT @dbdevletbahceli  Gazilik; şehitliğe çoktan hazır  kefen giymeye dünden razı bir ruh halinin tezahürüdür. İşte söz konusu ruh TBMM’nin 9… ","@dbdevletbahceli","Person"
"1486","RT @dbdevletbahceli  Gazilik; şehitliğe çoktan hazır  kefen giymeye dünden razı bir ruh halinin tezahürüdür. İşte söz konusu ruh TBMM’nin 9… ","TBMM’nin","Organization"
"1487","RT @dbdevletbahceli  Bağrı ateşler içinde yanan bir vatan düşünün; o Türk vatanıdır. Bu ateşi inanç ve iradesiyle söndüren bir Meclis tasav… ","@dbdevletbahceli","Person"
"1488","?ırnak ve Mardin'de kahramanlarımız yiğitlerimiz şehit oldu.Mekanları cennet olsun.Hainler kahrolsun.Allah devletimizi milletimizi korusun. ","?ırnak","Person"
"1489","?ırnak ve Mardin'de kahramanlarımız yiğitlerimiz şehit oldu.Mekanları cennet olsun.Hainler kahrolsun.Allah devletimizi milletimizi korusun. ","Mardin'de","Person"
"1490","RT @dbdevletbahceli  Yeni bir darbe söylentisi mırıldanıyor  ama bu kızgınlıkla yapılmış bir mırıldanma değil. Türkiye’nin korku tünelinden… ","@dbdevletbahceli","Person"
"1491","RT @dbdevletbahceli  Yeni bir darbe söylentisi mırıldanıyor  ama bu kızgınlıkla yapılmış bir mırıldanma değil. Türkiye’nin korku tünelinden… ","Türkiye’nin","Location"
"1492","RT @dbdevletbahceli  Sabır ve duayla şafağı bekliyorsak  o zaman hüküm süren karanlıktan da bahsetmemiz lazımdır. Maatteessüf karanlık zali… ","@dbdevletbahceli","Person"
"1493","RT @dbdevletbahceli  Huzur istiyoruz  hüsran geliyor; güvenlik istiyoruz  tehlikeler kol geziyor. Yarını görelim diyoruz  yangından başımız… ","@dbdevletbahceli","Person"
"1494","RT @dbdevletbahceli  Türkçe’nin gelişmesi ve muhafazası amacıyla değerli çalışmalar yapan bilim ve siyaset adamlarına sevgi ve saygılarımı… ","@dbdevletbahceli","Person"
"1495","RT @dbdevletbahceli  Türkçe’nin gelişmesi  büyümesi ve yıldız gibi parlaması için emek veren  çaba gösteren kutlu ecdadımızı rahmetle  hürm… ","@dbdevletbahceli","Person"
"1496","RT @dbdevletbahceli  Buruk duygularla da olsa  büyük milletimizin Türk Dil Bayramını en içten hissiyatımla kutluyorum. ","@dbdevletbahceli","Person"
"1497","RT @dbdevletbahceli  Türkiye’nin bugünkü sorunlarından kurtulması için Türkçe pusula olmalı  çağın satırları Türkçe okunmalıdır. ","@dbdevletbahceli","Person"
"1498","RT @dbdevletbahceli  Türkiye’nin bugünkü sorunlarından kurtulması için Türkçe pusula olmalı  çağın satırları Türkçe okunmalıdır. ","Türkiye’nin","Location"
"1499","RT @dbdevletbahceli  Dünyayı Türkçe kavrayacağız  hadiselerin kalbine Türkçe bakacağız  Türkçe’yi mukadderat bilip ilelebet bir vefa ve sev… ","@dbdevletbahceli","Person"
"1500","RT @dbdevletbahceli  Unutmayalım  gördüğümüz rüya Türkçe’dir  ülkülerimiz Türkçe’dir  ülkemiz Türkiye’dir  hepimizin umut ve ufuk sancağı i… ","@dbdevletbahceli","Person"
"1501","RT @dbdevletbahceli  Unutmayalım  gördüğümüz rüya Türkçe’dir  ülkülerimiz Türkçe’dir  ülkemiz Türkiye’dir  hepimizin umut ve ufuk sancağı i… ","Türkiye’dir","Location"
"1502","RT @dbdevletbahceli  Türkçe ihmal edildiği için birbirimizden kopuyoruz milli kimlik yok sayıldığı milli ruh aşındığı için önüne gelen sald… ","@dbdevletbahceli","Person"
"1503","RT @dbdevletbahceli  Türkçe yemin  Türklük namustur. Bundan habersiz olanlar milletimizin kültür ve tarih değerlerine ileri düzeyde zayiat… ","@dbdevletbahceli","Person"
"1504","RT @dbdevletbahceli  Ağrı Diyadin Belediyesi’nde indirilen bölücü tabelayı tekrar astırıp Kürtçe bizim dilimizdir diyenler  aslında Türkçe’… ","@dbdevletbahceli","Person"
"1505","RT @dbdevletbahceli  Ağrı Diyadin Belediyesi’nde indirilen bölücü tabelayı tekrar astırıp Kürtçe bizim dilimizdir diyenler  aslında Türkçe’… ","Ağrı","Location"
"1506","RT @dbdevletbahceli  Ağrı Diyadin Belediyesi’nde indirilen bölücü tabelayı tekrar astırıp Kürtçe bizim dilimizdir diyenler  aslında Türkçe’… ","Diyadin","Location"
"1507","RT @dbdevletbahceli  Ağrı Diyadin Belediyesi’nde indirilen bölücü tabelayı tekrar astırıp Kürtçe bizim dilimizdir diyenler  aslında Türkçe’… ","Belediyesi’nde","Location"
"1508","RT @dbdevletbahceli  Türkçemiz Türk milletinin aziz ve yaşayan bir servetidir.Bu servet israf edilir  yağmalanır zayıflarsa adımız anılmaz … ","@dbdevletbahceli","Person"
"1509","RT @dbdevletbahceli  Dilin ses güzelliğiyle dalgalanıp bir duyurma  anlatma ve inandırma gücüne ulaşması kolay değildir. Türkçe bunu asırla… ","@dbdevletbahceli","Person"
"1510","RT @dbdevletbahceli  Dil bir millettir. Türkçe  Türk milletinin varlığı  yurdu  yuvası ve yarınıdır. Türkçe hepimizin ortak değeri  kardeşl… ","@dbdevletbahceli","Person"
"1511","RT @dbdevletbahceli  Bugün aynı zamanda Türk Dil Bayramını idrak ettik. Ne var ki  bayram kutlamak yerine hep yas tutuyoruz. Bayram bizi un… ","@dbdevletbahceli","Person"
"1512","RT @dbdevletbahceli  Terörü lanetliyor  şehitlerimize Allah’tan rahmet diliyorum. Hepimizin başısağolsun. Son olsun diyeceğim  ama olmayaca… ","@dbdevletbahceli","Person"
"1513","RT @dbdevletbahceli  Mardin Derik ?ırnak ve Diyarbakır derken;11 vatan evladı şehit oldu.?ehitlerimiz devlet ve millet bekası uğruna kara t… ","@dbdevletbahceli","Person"
"1514","RT @dbdevletbahceli  Mardin Derik ?ırnak ve Diyarbakır derken;11 vatan evladı şehit oldu.?ehitlerimiz devlet ve millet bekası uğruna kara t… ","Mardin","Location"
"1515","RT @dbdevletbahceli  Mardin Derik ?ırnak ve Diyarbakır derken;11 vatan evladı şehit oldu.?ehitlerimiz devlet ve millet bekası uğruna kara t… ","Derik","Location"
"1516","RT @dbdevletbahceli  Mardin Derik ?ırnak ve Diyarbakır derken;11 vatan evladı şehit oldu.?ehitlerimiz devlet ve millet bekası uğruna kara t… ","?ırnak","Location"
"1517","RT @dbdevletbahceli  Mardin Derik ?ırnak ve Diyarbakır derken;11 vatan evladı şehit oldu.?ehitlerimiz devlet ve millet bekası uğruna kara t… ","Diyarbakır","Location"
"1518","RT @dbdevletbahceli  Kara haberler geliyor  anaların gözyaşları şelale gibi akıyor. Değişen bir şey yok  Yavrular mahzun  gelinler mazlum … ","@dbdevletbahceli","Person"
"1519","RT @dbdevletbahceli  Okul bahçelerinde dün çiçekler açtı  neşe ve coşku yağmur olup yağdı  uzun ve yorucu bir maratonun ilk adımı böylece a… ","@dbdevletbahceli","Person"
"1520","RT @dbdevletbahceli  Eğitim ve öğretim hayatı bir milletin geleceğini aydınlatan meşale  ilim ve irfan yolunu açan  akıl ve ahlak yordamını… ","@dbdevletbahceli","Person"
"1521","RT @dbdevletbahceli  90 yılı aşkın süredir nasıl olmuştur da bir yanda yakıp yıkan  diğer yanda tutup onaran iki farklı cepheyi tedrisat si… ","@dbdevletbahceli","Person"
"1522","RT @dbdevletbahceli  Sevgili öğrenciler  saygıdeğer öğretmenler  değerli veliler; tüm zorluklarına rağmen yeni eğitim ve öğretim yılı hepin… ","@dbdevletbahceli","Person"
"1523","RT @dbdevletbahceli  Sonu gelmeyen merak  devamlı artan sevgi  ömür boyu çalışma  yalnızca bugünü değil geleceği kuşatan milli sorumluluk b… ","@dbdevletbahceli","Person"
"1524","RT @dbdevletbahceli  Düşünceye saygı  insan hakkına riayet  vatan ve millet sevdası öğrenilmez; idrak edilir. Mensubiyet şuuru fetihtir  on… ","@dbdevletbahceli","Person"
"1525","RT @dbdevletbahceli  Hem katil hem kahraman; hem sadık hem satılık; hem vakarlı hem de vandal simalar aynı potadan ayrı ayrı da olsa nasıl… ","@dbdevletbahceli","Person"
"1526","RT @dbdevletbahceli  Mesele az öğrendim çok bildim konusu değildir. Vicdanlı  ahlaklı  hamiyetli  sorumlu  milli düşünen nesiller yetişiyor… ","@dbdevletbahceli","Person"
"1527","RT @dbdevletbahceli  Hangi bunalımla sınanıyor  hangi gerilimde yoruluyorsak  zahmet edip eğitime kafa yormadığımızdandır. Eğitim huzur ve… ","@dbdevletbahceli","Person"
"1528","RT @dbdevletbahceli  Peşin hükümler  önyargılar  vicdanı dışlayan kararlar  milli ve manevi değerlerden uzak yorumlar milli eğitimdeki laçk… ","@dbdevletbahceli","Person"
"1529","RT @dbdevletbahceli  Her krizin gerisinde  her anlaşmazlığın içinde  her çatışmanın merkezinde eğitimdeki ihmal ve inkârlar kuşağının bir y… ","@dbdevletbahceli","Person"
"1530","RT @dbdevletbahceli  Bugün  siyasi ve ideolojik kamplaşmalar  taassup ve doğmalar  bölücü ve yıkıcı emeller yolumuz üzerine kurulmuş amansı… ","@dbdevletbahceli","Person"
"1531","RT @dbdevletbahceli  Her medeni millet kendi geçmişini bilir  buna göre yaşar. Modern olmak köksüz olmak değildir. Köksüzlük cehalet  dahas… ","@dbdevletbahceli","Person"
"1532","RT @dbdevletbahceli  2016 2017 Eğitim ve Öğretim Yılının ilk ders zili dün çaldı ve milyonlarca öğrencimiz özlemlerine  sınıflarına  öğretm… ","@dbdevletbahceli","Person"
"1533","RT @dbdevletbahceli  2016 2017 Eğitim ve Öğretim Yılının ilk ders zili dün çaldı ve milyonlarca öğrencimiz özlemlerine  sınıflarına  öğretm… ","2016","Date"
"1534","RT @dbdevletbahceli  2016 2017 Eğitim ve Öğretim Yılının ilk ders zili dün çaldı ve milyonlarca öğrencimiz özlemlerine  sınıflarına  öğretm… ","2017","Date"
"1535","RT @mrtclkr  Ülkücülük  bir meta değildir  alınamaz satılamaz. Türkiye Cumhuriyeti Devleti  ABD'nin 53. Eyaleti değildir. #TürkMilletiSenin… ","@mrtclkr","Person"
"1536","RT @mrtclkr  Ülkücülük  bir meta değildir  alınamaz satılamaz. Türkiye Cumhuriyeti Devleti  ABD'nin 53. Eyaleti değildir. #TürkMilletiSenin… ","Türkiye","Location"
"1537","RT @mrtclkr  Ülkücülük  bir meta değildir  alınamaz satılamaz. Türkiye Cumhuriyeti Devleti  ABD'nin 53. Eyaleti değildir. #TürkMilletiSenin… ","Cumhuriyeti","Location"
"1538","RT @mrtclkr  Ülkücülük  bir meta değildir  alınamaz satılamaz. Türkiye Cumhuriyeti Devleti  ABD'nin 53. Eyaleti değildir. #TürkMilletiSenin… ","Devleti","Location"
"1539","RT @mrtclkr  Ülkücülük  bir meta değildir  alınamaz satılamaz. Türkiye Cumhuriyeti Devleti  ABD'nin 53. Eyaleti değildir. #TürkMilletiSenin… ","ABD'nin","Location"
"1540","RT @OcakTV  Genel Başkanımız @OlcayKilavuz  Kurbanlarınızı tüm dünyadaki mazlumlara ulaştırıyoruz. https //t.co/0z1mRAp1Nx ","@OcakTV","Organization"
"1541","RT @OcakTV  Genel Başkanımız @OlcayKilavuz  Kurbanlarınızı tüm dünyadaki mazlumlara ulaştırıyoruz. https //t.co/0z1mRAp1Nx ","@OlcayKilavuz","Person"
"1542","RT @volkan_sonmez  Volkan Sönmez&Abdullah Özdoğan YALNIZ https //t.co/vjjqMOF2UO ","@volkan_sonmez","Person"
"1543","RT @volkan_sonmez  Volkan Sönmez&Abdullah Özdoğan YALNIZ https //t.co/vjjqMOF2UO ","Volkan","Person"
"1544","RT @volkan_sonmez  Volkan Sönmez&Abdullah Özdoğan YALNIZ https //t.co/vjjqMOF2UO ","Sönmez&Abdullah","Person"
"1545","RT @volkan_sonmez  Volkan Sönmez&Abdullah Özdoğan YALNIZ https //t.co/vjjqMOF2UO ","Özdoğan","Person"
"1546","@burakaynaci Vah kardeşim mekanı cennet olsun.Rabbim hainleri teröristleri kahreylesin.Ailesine sabırlar diliyorum.Başımız sağolsun. ","@burakaynaci","Person"
"1547","RT @MHP_Bilgi  Ülkü Ocakları 2016 Vekaleten Kurban Bağışı  https //t.co/QnhDK5yYa1 https //t.co/Ged7wQnBAs ","@MHP_Bilgi","Organization"
"1548","RT @MHP_Bilgi  Ülkü Ocakları 2016 Vekaleten Kurban Bağışı  https //t.co/QnhDK5yYa1 https //t.co/Ged7wQnBAs ","Ülkü","Organization"
"1549","RT @MHP_Bilgi  Ülkü Ocakları 2016 Vekaleten Kurban Bağışı  https //t.co/QnhDK5yYa1 https //t.co/Ged7wQnBAs ","Ocakları","Organization"
"1550","RT @MHP_Bilgi  Ülkü Ocakları 2016 Vekaleten Kurban Bağışı  https //t.co/QnhDK5yYa1 https //t.co/Ged7wQnBAs ","2016","Date"
"1551","RT @MHP_Bilgi  Türkmen Balası Elif  Türkmen Beyi ile buluştu Liderimiz bütün eğitim ve öğretim hayatı boyunca Elif bize emanet dedi https /… ","@MHP_Bilgi","Organization"
"1552","RT @MHP_Bilgi  Türkmen Balası Elif  Türkmen Beyi ile buluştu Liderimiz bütün eğitim ve öğretim hayatı boyunca Elif bize emanet dedi https /… ","Elif","Person"
"1553","RT @MHP_Bilgi  Türkmen Balası Elif  Türkmen Beyi ile buluştu Liderimiz bütün eğitim ve öğretim hayatı boyunca Elif bize emanet dedi https /… ","Elif","Person"
"1554","Van Hakkaride hain saldırılarla şehit olan kahramanlarımıza Allah'tan rahmet ailelerine sabırlar diliyorum.?ehitler Ölmez Vatan Bölünmez ","Van","Location"
"1555","Van Hakkaride hain saldırılarla şehit olan kahramanlarımıza Allah'tan rahmet ailelerine sabırlar diliyorum.?ehitler Ölmez Vatan Bölünmez ","Hakkaride","Location"
"1556","RT @emreozkan1978  @ahmetsafak_tc Medipol Mega Bağcilar Hastanesindeki 5 yaşındaki çocuk için 10 ünite B(+) kana ihtiyaç var.Ufuk Hünerli 0… ","@emreozkan1978","Person"
"1557","RT @emreozkan1978  @ahmetsafak_tc Medipol Mega Bağcilar Hastanesindeki 5 yaşındaki çocuk için 10 ünite B(+) kana ihtiyaç var.Ufuk Hünerli 0… ","@ahmetsafak_tc","Person"
"1558","RT @emreozkan1978  @ahmetsafak_tc Medipol Mega Bağcilar Hastanesindeki 5 yaşındaki çocuk için 10 ünite B(+) kana ihtiyaç var.Ufuk Hünerli 0… ","Medipol","Organization"
"1559","RT @emreozkan1978  @ahmetsafak_tc Medipol Mega Bağcilar Hastanesindeki 5 yaşındaki çocuk için 10 ünite B(+) kana ihtiyaç var.Ufuk Hünerli 0… ","Mega","Organization"
"1560","RT @emreozkan1978  @ahmetsafak_tc Medipol Mega Bağcilar Hastanesindeki 5 yaşındaki çocuk için 10 ünite B(+) kana ihtiyaç var.Ufuk Hünerli 0… ","Bağcilar","Organization"
"1561","RT @emreozkan1978  @ahmetsafak_tc Medipol Mega Bağcilar Hastanesindeki 5 yaşındaki çocuk için 10 ünite B(+) kana ihtiyaç var.Ufuk Hünerli 0… ","Hastanesindeki","Organization"
"1562","RT @emreozkan1978  @ahmetsafak_tc Medipol Mega Bağcilar Hastanesindeki 5 yaşındaki çocuk için 10 ünite B(+) kana ihtiyaç var.Ufuk Hünerli 0… ","var.Ufuk","Person"
"1563","RT @emreozkan1978  @ahmetsafak_tc Medipol Mega Bağcilar Hastanesindeki 5 yaşındaki çocuk için 10 ünite B(+) kana ihtiyaç var.Ufuk Hünerli 0… ","Hünerli","Person"
"1564","RT @mrtclkr  Türkmen kızımız Elif  Devlet dedesine ziyarete gelmiş ) https //t.co/o5ubznxD6T ","@mrtclkr","Person"
"1565","MaşAllah  ) Bilge Liderimiz ve Elif yavrumuz.Allah razı olsun. https //t.co/tz381a0CLT ","Elif","Person"
"1566","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği Türkmen kızımız Elif Türkiye'de #TürkiyeElifeSahipÇık https //t.co/hnqyd8fY7x ","@mrtclkr","Person"
"1567","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği Türkmen kızımız Elif Türkiye'de #TürkiyeElifeSahipÇık https //t.co/hnqyd8fY7x ","MHP","Organization"
"1568","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği Türkmen kızımız Elif Türkiye'de #TürkiyeElifeSahipÇık https //t.co/hnqyd8fY7x ","Devlet","Person"
"1569","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği Türkmen kızımız Elif Türkiye'de #TürkiyeElifeSahipÇık https //t.co/hnqyd8fY7x ","Bahçeli'nin","Person"
"1570","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği Türkmen kızımız Elif Türkiye'de #TürkiyeElifeSahipÇık https //t.co/hnqyd8fY7x ","Elif","Person"
"1571","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği Türkmen kızımız Elif Türkiye'de #TürkiyeElifeSahipÇık https //t.co/hnqyd8fY7x ","Türkiye'de","Location"
"1572","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği  #TürkiyeElifeSahipÇık Türkmen kızımız Elif  İnşallah bugün Türkiye'ye giriş yap… ","@mrtclkr","Person"
"1573","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği  #TürkiyeElifeSahipÇık Türkmen kızımız Elif  İnşallah bugün Türkiye'ye giriş yap… ","MHP","Organization"
"1574","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği  #TürkiyeElifeSahipÇık Türkmen kızımız Elif  İnşallah bugün Türkiye'ye giriş yap… ","Devlet","Person"
"1575","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği  #TürkiyeElifeSahipÇık Türkmen kızımız Elif  İnşallah bugün Türkiye'ye giriş yap… ","Bahçeli'nin","Person"
"1576","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği  #TürkiyeElifeSahipÇık Türkmen kızımız Elif  İnşallah bugün Türkiye'ye giriş yap… ","Elif","Person"
"1577","RT @mrtclkr  MHP Lideri Devlet Bahçeli'nin takip ettirdiği  #TürkiyeElifeSahipÇık Türkmen kızımız Elif  İnşallah bugün Türkiye'ye giriş yap… ","Türkiye'ye","Location"
"1578","RT @mrtclkr  MHP Lideri Devlet Bahçeli #TürkiyeElifeSahipÇık  Türkmen kızımız Elif'e sahip çıkılması hususunu takip ettiriyor. https //t.co… ","@mrtclkr","Person"
"1579","RT @mrtclkr  MHP Lideri Devlet Bahçeli #TürkiyeElifeSahipÇık  Türkmen kızımız Elif'e sahip çıkılması hususunu takip ettiriyor. https //t.co… ","MHP","Organization"
"1580","RT @mrtclkr  MHP Lideri Devlet Bahçeli #TürkiyeElifeSahipÇık  Türkmen kızımız Elif'e sahip çıkılması hususunu takip ettiriyor. https //t.co… ","Devlet","Person"
"1581","RT @mrtclkr  MHP Lideri Devlet Bahçeli #TürkiyeElifeSahipÇık  Türkmen kızımız Elif'e sahip çıkılması hususunu takip ettiriyor. https //t.co… ","Bahçeli","Person"
"1582","RT @dbdevletbahceli  Başta Gazi Mustafa Kemal Atatürk ve silah arkadaşları olmak üzere  tüm şehitlerimizi saygı  şükran ve rahmetle yâd edi… ","@dbdevletbahceli","Person"
"1583","RT @dbdevletbahceli  Başta Gazi Mustafa Kemal Atatürk ve silah arkadaşları olmak üzere  tüm şehitlerimizi saygı  şükran ve rahmetle yâd edi… ","Mustafa","Person"
"1584","RT @dbdevletbahceli  Başta Gazi Mustafa Kemal Atatürk ve silah arkadaşları olmak üzere  tüm şehitlerimizi saygı  şükran ve rahmetle yâd edi… ","Kemal","Person"
"1585","RT @dbdevletbahceli  Başta Gazi Mustafa Kemal Atatürk ve silah arkadaşları olmak üzere  tüm şehitlerimizi saygı  şükran ve rahmetle yâd edi… ","Atatürk","Person"
"1586","RT @dbdevletbahceli  Aziz milletimizin 30 Ağustos Zafer Bayramı’nı kutluyorum. ","@dbdevletbahceli","Person"
"1587","RT @dbdevletbahceli  Aziz milletimizin 30 Ağustos Zafer Bayramı’nı kutluyorum. ","30","Date"
"1588","RT @dbdevletbahceli  Aziz milletimizin 30 Ağustos Zafer Bayramı’nı kutluyorum. ","Ağustos","Date"
"1589","RT @dbdevletbahceli  Aziz milletimizin 30 Ağustos Zafer Bayramı’nı kutluyorum. ","Zafer","Date"
"1590","RT @dbdevletbahceli  Aziz milletimizin 30 Ağustos Zafer Bayramı’nı kutluyorum. ","Bayramı’nı","Date"
"1591","RT @dbdevletbahceli  Unutulmasın ki  adımız Türk  soyadımız zaferdir. ","@dbdevletbahceli","Person"
"1592","RT @dbdevletbahceli  Zafer önce kafada kazanılır  sahada kararlaştırılır  birlik şuuruyla kaynatılıp tarihin sayfalarına kanla kaydedilir.… ","@dbdevletbahceli","Person"
"1593","RT @dbdevletbahceli  İhtiyaç ve mağduriyetler ikinci bir deri gibi milli bünyeye yapışsa da  karanlık bastırıp önümüzü kapatsa da  zafer Tü… ","@dbdevletbahceli","Person"
"1594","RT @dbdevletbahceli  Mecnuna cihan dopdolu Leyla görünürmüş. Bize de cihan zaferlerimizin nara ve sadasıyla görünüyor. Millet tarihi tekrar… ","@dbdevletbahceli","Person"
